"gene","round2_20151217_p_val","round2_20151217_avg_log2FC","round2_20151217_pct.1","round2_20151217_pct.2","round2_20151217_p_val_adj","round3_20160313_p_val","round3_20160313_avg_log2FC","round3_20160313_pct.1","round3_20160313_pct.2","round3_20160313_p_val_adj","max_pval","minimump_p_val"
"Klk1",1.26382652002228e-177,0.768857942773899,0.5,0,3.56462269972285e-173,0,1.44254537093086,1,0,0,1.26382652002228e-177,0
"Klk1b5",1.08000029368795e-89,0.379144524143141,0.25,0,3.04614082834687e-85,0,0.585982763164314,0.5,0,0,1.08000029368795e-89,0
"D13Ertd608e",7.96304732397863e-31,0.413734174481424,0.25,0.001,2.24597749772817e-26,0,1.3379163531683,0.75,0.001,0,7.96304732397863e-31,0
"Gm21762",7.96304732397863e-31,0.485957040965565,0.25,0.001,2.24597749772817e-26,0,1.33831562699144,0.75,0.001,0,7.96304732397863e-31,0
"Cox6a2",1.06803422047437e-133,3.13329971232088,0.75,0.002,3.01239051884795e-129,4.25908043914786e-283,1.74943154050888,0.75,0.001,1.20127363786165e-278,1.06803422047437e-133,8.51816087829521e-283
"Klk1b27",1.26382652002228e-177,1.79380093423294,0.5,0,3.56462269972285e-173,5.32955160532396e-212,0.717689085800031,0.75,0.001,1.50320003028162e-207,1.26382652002228e-177,1.06591032106477e-211
"Cd209d",2.90978083210376e-160,1.60974063934763,0.75,0.001,8.20703683694865e-156,7.24575756366893e-33,0.506081855177993,0.25,0.001,2.04366592083282e-28,7.24575756366893e-33,5.81956166420749e-160
"Lefty1",1.08123448558583e-89,1.20289064383665,0.5,0.001,3.04962186659484e-85,6.97008066146079e-127,1.09567989697478,0.5,0.001,1.96591125056502e-122,1.08123448558583e-89,1.39401613229219e-126
"Tmem221",1.08000029368795e-89,0.536572097410617,0.25,0,3.04614082834687e-85,1.15000205035768e-126,0.555487267938685,0.5,0.001,3.24358078303383e-122,1.08000029368795e-89,2.30000410071536e-126
"Ccnd1",1.97905848762535e-28,1.07491298924249,0.5,0.007,5.58193446434729e-24,1.85385722866168e-117,2.6274707002265,1,0.006,5.22880431344027e-113,1.97905848762535e-28,3.70771445732328e-117
"Slco4a1",2.47149634463243e-12,0.835488101698255,0.25,0.004,6.97085544003577e-08,2.3872481549065e-113,0.644353484691009,0.75,0.003,6.73323342091378e-109,2.47149634463243e-12,4.77449630981295e-113
"AF067061",2.63251554445019e-09,0.838837569414268,0.25,0.006,7.42501009312177e-05,1.64352816145857e-108,0.402257674789775,0.5,0.001,4.63557117939389e-104,2.63251554445019e-09,3.28705632291716e-108
"BC147527",4.93797758178209e-19,0.483324654582377,0.25,0.002,1.39275657694164e-14,3.23707972981607e-95,0.585561659859868,0.5,0.002,9.13018337794623e-91,4.93797758178209e-19,6.47415945963215e-95
"Atp2a1",2.85149907213103e-60,1.37723311473577,0.5,0.002,8.04265313294557e-56,3.00097544825223e-64,0.62205188332951,0.25,0.001,8.46425125179541e-60,2.85149907213103e-60,6.00195089650453e-64
"Serpinh1",5.97024364008287e-52,3.06205058539461,0.5,0.003,1.68390721868537e-47,2.80905776616689e-28,0.440066730233741,0.25,0.002,7.92294742947372e-24,2.80905776616689e-28,1.19404872801658e-51
"Pltp",0.00227156486368535,0.865635974859835,0.25,0.023,1,2.34853528386238e-51,0.914157704398486,1,0.016,6.62404376813385e-47,0.00227156486368535,4.6970705677248e-51
"Siglech",2.86656686166293e-15,2.84509132051991,0.75,0.035,8.0851518333203e-11,3.06730014514357e-48,2.80249045678581,1,0.018,8.65132005937745e-44,2.86656686166293e-15,6.1346002902872e-48
"Tubb2b",1.30075992647936e-33,2.23415526327787,0.5,0.006,3.66879337263504e-29,2.48862270804147e-45,0.578209751873551,0.5,0.004,7.01916034803097e-41,1.30075992647936e-33,4.97724541608298e-45
"Chdh",3.93843911648719e-07,1.12366498299441,0.25,0.009,0.0111083675280521,1.71669277490076e-40,0.392232889801816,0.5,0.005,4.84193197160758e-36,3.93843911648719e-07,3.43338554980153e-40
"Ccr9",0.0123868124783682,1.06922897981308,0.25,0.033,1,3.72902984585951e-40,2.12093924290217,1,0.021,1.05177286802467e-35,0.0123868124783682,7.45805969171901e-40
"Epha2",1.79639232216255e-08,1.42862355402836,0.5,0.029,0.000506672454465947,1.1382520064906e-36,1.10246585527915,1,0.023,3.21043978430673e-32,1.79639232216255e-08,2.27650401298122e-36
"Cd7",2.39747663042988e-36,2.92091367558305,0.75,0.012,6.76208283612749e-32,1.50267927668621e-21,1.56800879741748,0.75,0.023,4.23830689989345e-17,1.50267927668621e-21,4.79495326085975e-36
"Bst2",2.09526026091327e-34,3.0261272017207,1,0.025,5.90968156590588e-30,1.10696021672153e-28,2.30996298575146,1,0.032,3.12218129126307e-24,1.10696021672153e-28,4.19052052182653e-34
"Cd209a",2.2506819903673e-33,2.25757209860318,0.5,0.006,6.34804855383098e-29,3.85074274273367e-24,1.82952528696732,0.5,0.009,1.08610199058803e-19,3.85074274273367e-24,4.50136398073462e-33
"Atp1b1",1.11633491234154e-30,2.48065737108346,0.5,0.006,3.1486226202593e-26,9.05157657615863e-18,1.97331873260211,0.75,0.028,2.55299717330554e-13,9.05157657615863e-18,2.23266982468306e-30
"Flt3",2.70461017053014e-29,1.07420427862454,0.75,0.015,7.62835298598026e-25,1.86931395634283e-17,1.62821324575214,0.75,0.03,5.27240001386495e-13,1.86931395634283e-17,5.40922034106026e-29
"Rpgrip1",3.79428258782985e-05,0.459226317068628,0.25,0.013,1,5.37268491199524e-29,0.73488249248506,0.5,0.007,1.51536577942826e-24,3.79428258782985e-05,1.07453698239905e-28
"Hpse",1.35122704544836e-05,2.26924928084072,0.25,0.012,0.381113588168709,3.80629510590646e-26,2.01172808083971,0.75,0.019,1.07356553462092e-21,1.35122704544836e-05,7.61259021181295e-26
"Card11",0.00238567011651805,0.309447260967264,0.25,0.022,1,1.53974065492953e-25,0.617401289357976,0.75,0.019,4.34283851722875e-21,0.00238567011651805,3.07948130985907e-25
"Kmo",8.67311471105651e-12,1.21361441766643,0.5,0.019,2.44625200425349e-07,9.32922770380888e-24,1.43661824161165,0.75,0.021,2.63130867385929e-19,8.67311471105651e-12,1.86584554076178e-23
"Lair1",2.38154902162741e-11,0.740729952887632,0.5,0.02,6.7171590155001e-07,1.17224301344306e-22,1.26022305336462,1,0.039,3.30631141941616e-18,2.38154902162741e-11,2.34448602688613e-22
"Tsc22d1",0.000912698081477971,1.95775901590752,0.25,0.02,1,5.25391485928977e-22,1.39620641165526,0.75,0.023,1.48186668606268e-17,0.000912698081477971,1.05078297185795e-21
"Tex2",0.00031627291036685,0.767629549104433,0.25,0.017,1,6.18154276300509e-21,2.06009497811108,0.75,0.024,1.74350413630559e-16,0.00031627291036685,1.23630855260102e-20
"Manf",3.61506856768213e-19,2.33395326291011,1,0.046,1.01963008951474e-14,1.29091305741868e-06,1.33266314222164,0.75,0.083,0.0364102027844939,1.29091305741868e-06,7.23013713536425e-19
"Rhobtb2",3.5390258210268e-05,0.709754227382183,0.25,0.013,0.998182232820608,1.27276142679229e-18,0.334030116950017,0.5,0.012,3.58982360426766e-14,3.5390258210268e-05,2.54552285358459e-18
"Rnd3",1.41883532690739e-18,2.02861637095292,0.75,0.027,4.00182503954228e-14,2.21007679950392e-18,0.995805062212304,0.75,0.028,6.23352161300081e-14,2.21007679950392e-18,2.83767065381478e-18
"Clec9a",5.51023534011532e-14,1.31600106564145,0.25,0.004,1.55416187767953e-09,1.53946567065007e-18,0.983198986772205,0.25,0.003,4.34206292406852e-14,5.51023534011532e-14,3.07893134130013e-18
"Calhm2",0.00115194961975644,0.458160465630921,0.25,0.02,1,2.9252969324899e-17,1.21969335252646,0.75,0.029,8.25079999808777e-13,0.00115194961975644,5.8505938649798e-17
"Tmem229b",5.10846757061396e-17,2.63958030806283,0.75,0.03,1.44084327829167e-12,3.48881185845557e-13,0.938786658249065,0.75,0.039,9.84019384677392e-09,3.48881185845557e-13,1.02169351412279e-16
"Ppfia4",0.000971539179590801,0.629360163466034,0.25,0.02,1,8.98573239273969e-17,0.34085992415639,0.5,0.013,2.53442582137223e-12,0.000971539179590801,1.79714647854794e-16
"Klra17",1.96088063556969e-16,1.27522543870012,0.75,0.03,5.53066383262431e-12,0.000320804252236894,0.527524226699968,0.5,0.06,1,0.000320804252236894,3.92176127113939e-16
"Ctsl",8.50628291859272e-16,1.81018499817499,0.75,0.032,2.39919709718908e-11,3.04882003872931e-16,2.44559890187587,1,0.061,8.59919691923603e-12,8.50628291859272e-16,6.09764007745865e-16
"Hs3st1",4.50077565341734e-16,1.12963494059078,0.25,0.003,1.26944377304636e-11,2.23780826865064e-06,0.608008416093815,0.25,0.01,0.0631173822172913,2.23780826865064e-06,9.00155130683469e-16
"Pacsin1",0.00065372209365028,0.333138805753344,0.25,0.018,1,6.97556514234188e-16,0.807280901391783,0.5,0.014,1.96745814839753e-11,0.00065372209365028,1.39511302846838e-15
"Tlr12",4.01416057613775e-10,0.523211880622068,0.25,0.006,1.13219399049965e-05,7.26052336147526e-16,0.50945371539424,0.25,0.003,2.0478306141041e-11,4.01416057613775e-10,1.45210467229505e-15
"Pgls",1.08443336486036e-15,1.46743546675273,1,0.057,3.05864430558863e-11,0.000370680589270068,0.798725484915161,0.5,0.066,1,0.000370680589270068,2.16886672972071e-15
"Pld4",7.42756018376369e-10,1.45622293473132,0.75,0.053,2.09494334983055e-05,1.96526278195995e-15,1.7368627201043,1,0.061,5.54302367651805e-11,7.42756018376369e-10,3.93052556391992e-15
"Rgs10",0.00201652306961228,0.421627289189872,0.25,0.022,1,2.87820277457089e-15,0.74567947453398,0.75,0.033,8.1179709256772e-11,0.00201652306961228,5.75640554914177e-15
"Irf8",3.44473296390286e-14,2.85715643249621,1,0.069,9.71586932468801e-10,4.21024319483903e-12,3.20451931927052,1,0.09,1.18749909310435e-07,4.21024319483903e-12,6.88946592780559e-14
"Cmc1",0.000153426547722956,0.408537184653521,0.25,0.015,1,3.59714138507285e-14,0.326156620914812,0.5,0.016,1.0145737276598e-09,0.000153426547722956,7.19428277014556e-14
"Spib",1.21897402249326e-10,0.925092883330412,0.75,0.046,3.43811623044223e-06,3.86951118210351e-14,1.64445177475629,1,0.067,1.09139562891229e-09,1.21897402249326e-10,7.73902236420685e-14
"Fkbp2",0.000115422246703737,1.09412152024724,0.25,0.015,1,4.78547461644942e-14,0.658786377016635,0.5,0.016,1.34974311556956e-09,0.000115422246703737,9.5709492328986e-14
"Man2a2",2.84852236714706e-05,0.385006760641864,0.25,0.012,0.803425733653829,6.26978457219593e-14,0.337683929676991,0.5,0.016,1.76839273858786e-09,2.84852236714706e-05,1.25395691443915e-13
"Spns3",6.3633709284531e-14,0.410733344826987,0.25,0.004,1.7947887703702e-09,7.6604769077412e-14,0.435155077654366,0.25,0.004,2.16063751182841e-09,7.6604769077412e-14,1.27267418569057e-13
"Pmepa1",0.000209250541059171,2.45171662024364,0.25,0.016,1,1.20297583335888e-13,0.555746173210695,0.5,0.017,3.39299333798873e-09,0.000209250541059171,2.40595166671762e-13
"Fyn",0.0253902821863119,2.23069824190725,0.25,0.04,1,1.89341235556766e-13,1.40806441013215,1,0.067,5.34036954887858e-09,0.0253902821863119,3.78682471113495e-13
"Tcf4",9.75939318297468e-07,2.25540483194131,0.75,0.089,0.0275263684725801,4.74176370330976e-13,2.02746086120662,1,0.078,1.33741445251852e-08,9.75939318297468e-07,9.48352740661725e-13
"Dnajc16",3.62224268960637e-05,1.19521832087958,0.25,0.013,1,1.3581676384319e-12,0.32241444096905,0.5,0.018,3.83071182419718e-08,3.62224268960637e-05,2.71633527686196e-12
"Zmiz2",0.0187275442411746,0.284952223046412,0.25,0.033,1,1.43425220057199e-12,0.687763469632561,0.75,0.039,4.0453083317133e-08,0.0187275442411746,2.86850440114192e-12
"Fcrla",2.57658976547714e-11,2.51748916003578,0.75,0.045,7.26727143352827e-07,4.87572510240391e-12,0.889833586797003,1,0.069,1.37519826513302e-07,2.57658976547714e-11,9.75145020478403e-12
"Idi1",4.28533807524933e-11,0.839664360869136,0.25,0.005,1.20867960412407e-06,5.25377659333577e-12,0.644601211235994,0.5,0.019,1.48182768815035e-07,4.28533807524933e-11,1.05075531866439e-11
"Pafah1b3",0.000234505724238512,0.863658323634576,0.25,0.016,1,7.06123035351454e-12,0.353625851794871,0.5,0.019,1.99162002120878e-07,0.000234505724238512,1.41224607069792e-11
"Sned1",8.62897743139924e-06,0.516051808703567,0.25,0.011,0.243380308452616,9.52300925652665e-12,0.434462194225616,0.25,0.005,2.68596476080334e-07,8.62897743139924e-06,1.90460185129625e-11
"Cdip1",1.75994759529331e-09,2.5400865698258,0.5,0.025,4.96393219252479e-05,1.03351393706491e-11,0.662013861380565,0.5,0.019,2.91502605949159e-07,1.75994759529331e-09,2.06702787411915e-11
"Mast4",0.141493090031444,1.73109296496886,0.25,0.074,1,1.6163359737126e-11,0.474982807935803,0.75,0.042,4.55887561385639e-07,0.141493090031444,3.23267194739907e-11
"Coro2a",2.05528934725751e-11,1.35616200613122,0.5,0.02,5.79694360393979e-07,0.00937456504124736,0.449078563489747,0.25,0.03,1,0.00937456504124736,4.11057869447276e-11
"Ly86",0.074439479037022,1.63400151173628,0.25,0.055,1,3.66609138874784e-11,2.24265779126749,1,0.087,1.03402107619633e-06,0.074439479037022,7.33218277736125e-11
"Smim5",5.068304924618e-11,0.366921241066264,0.25,0.005,1.42951540398851e-06,2.98118538070959e-08,0.641571889954205,0.25,0.008,0.000840843336629141,2.98118538070959e-08,1.01366098489791e-10
"Bmyc",1.62077211861755e-07,1.52333202841679,0.25,0.008,0.0045713877605608,8.20909507116707e-11,0.444982349194645,0.5,0.021,2.31537526482267e-06,1.62077211861755e-07,1.64181901416602e-10
"Pkig",6.64116321679568e-08,1.02726475479407,0.5,0.03,0.00187314008529722,2.02729015365403e-10,0.868171948367228,0.75,0.049,5.71797187838118e-06,6.64116321679568e-08,4.05458030689706e-10
"Dalrd3",0.000328012393648659,0.787540609803269,0.25,0.017,1,2.75203544393189e-10,0.360470506058448,0.5,0.022,7.76211596960988e-06,0.000328012393648659,5.50407088710639e-10
"Bcl11a",2.23341063012806e-06,2.13954998722963,0.5,0.041,0.062993346822762,1.28784562827406e-09,0.904663712868621,0.75,0.052,3.63236859454699e-05,2.23341063012806e-06,2.57569125488957e-09
"Il1rl2",4.99023531984307e-08,0.521629231024449,0.25,0.007,0.00140749587196174,1.71135147853454e-09,0.614634300149851,0.25,0.006,4.82686684520666e-05,4.99023531984307e-08,3.42270295414035e-09
"Atp1a1",0.00180185012278125,0.859469150599367,0.5,0.079,1,2.21358596138187e-09,1.13854309559217,1,0.1,6.24341920407756e-05,0.00180185012278125,4.42717191786376e-09
"Plac8",2.49182958875958e-09,2.91693835065263,1,0.109,7.02820535509638e-05,1.99641095495267e-08,3.22384580844982,1,0.137,0.000563087709844402,1.99641095495267e-08,4.98365917130993e-09
"Rnase6",2.24023516148849e-06,2.22578271589496,0.5,0.04,0.0631858327297829,2.67690547572949e-09,2.0108291804666,0.75,0.063,7.55021189429502e-05,2.24023516148849e-06,5.35381094429314e-09
"Sept11",0.0137584671044541,1.36367224157302,0.25,0.033,1,3.67383760797307e-09,0.703348327718807,0.75,0.055,0.000103620589732881,0.0137584671044541,7.34767520244905e-09
"Pon3",1.21408789692126e-08,0.838910620522151,0.25,0.007,0.000342433491326641,4.15419512184805e-09,0.505418384506248,0.25,0.007,0.000117169073411724,1.21408789692126e-08,8.30839022643874e-09
"Ppa1",5.60779040325646e-08,0.402335558049206,0.25,0.007,0.00158167728323849,4.7127627026615e-09,0.35216067140704,0.25,0.007,0.000132923472028568,5.60779040325646e-08,9.42552538311285e-09
"Cd180",1.16334652437637e-08,1.00906790188517,0.5,0.028,0.000328121887200355,4.83331388746208e-07,0.335533003333105,0.5,0.033,0.0136323618195868,4.83331388746208e-07,2.32669303521899e-08
"Cxxc5",0.000429957831923615,0.342526070448603,0.25,0.017,1,1.30600645760568e-08,0.580043684596589,0.5,0.027,0.000368359121367683,0.000429957831923615,2.61201289815483e-08
"Sms",0.00227156486368535,1.6324904629772,0.25,0.023,1,1.46606309989068e-08,0.575056172969235,0.5,0.028,0.000413503097324166,0.00227156486368535,2.93212617828795e-08
"Ly6d",4.33814573498071e-05,1.77127019389019,0.75,0.108,1,1.69909697910996e-08,1.97235009064492,1,0.112,0.000479230302957965,4.33814573498071e-05,3.39819392935062e-08
"Sdc4",0.0109756530690729,1.27435664267296,0.25,0.032,1,2.15670890097944e-08,0.320466961696389,0.5,0.027,0.000608299745521251,0.0109756530690729,4.31341775544494e-08
"Gm20203",0.00295091505153362,0.869030222142947,0.25,0.024,1,2.28673063725392e-08,0.462163136675534,0.5,0.028,0.000644972376237468,0.00295091505153362,4.57346122221646e-08
"Txndc5",3.34970110314059e-08,1.94796887961692,0.5,0.03,0.000944783196140805,5.73350717458881e-06,0.30571998913549,0.5,0.039,0.161713569859277,5.73350717458881e-06,6.69940209407621e-08
"Ctsb",4.02129057381667e-08,2.68601916449004,1,0.129,0.00113420500634499,9.66629237988369e-07,2.42529536651229,1,0.19,0.0272637776574619,9.66629237988369e-07,8.04258098592554e-08
"Lgals1",5.27650885548798e-06,1.34365276703854,0.5,0.042,0.148823932269039,6.66211920555153e-08,0.989429843529223,0.75,0.067,0.00187905072192581,5.27650885548798e-06,1.33242379672648e-07
"Psmd1",9.23750665919721e-08,1.24766376809621,0.5,0.031,0.00260543875322657,0.000334861645999929,0.254637299364968,0.5,0.057,1,0.000334861645999929,1.84750124650792e-07
"Psmb9",0.296904986430235,0.345584031905037,0.25,0.098,1,1.09025004876436e-07,0.592830190316278,1,0.105,0.00307505026253988,0.296904986430235,2.1804999786642e-07
"Srebf2",0.0148054756283033,1.8823706808614,0.25,0.034,1,1.17716585893837e-07,0.614096336686085,0.75,0.066,0.00332019630513567,0.0148054756283033,2.35433157930479e-07
"Runx2",0.0312392744948496,1.94764289353135,0.25,0.042,1,1.35287562109816e-07,1.87166751819545,1,0.131,0.00381578568930737,0.0312392744948496,2.70575105916908e-07
"Tsnax",5.39496134609034e-06,0.389261178480281,0.25,0.011,0.152164884766478,1.44243161327171e-07,1.00749464298335,0.5,0.032,0.00406837836523284,5.39496134609034e-06,2.88486301848251e-07
"Aga",1.56315865286942e-07,1.45019418552228,0.25,0.008,0.00440888898041819,0.00157755401365976,0.465766263206315,0.25,0.021,1,0.00157755401365976,3.12631706139233e-07
"Rgs18",1.56315865286942e-07,1.29632781509314,0.25,0.008,0.00440888898041819,0.00136232048557268,0.451220782100617,0.5,0.07,1,0.00136232048557268,3.12631706139233e-07
"Tspyl4",9.4382977318476e-07,1.56361235398846,0.25,0.009,0.0266207187526761,1.74624088563793e-07,0.630715836901317,0.25,0.008,0.00492527241794179,9.4382977318476e-07,3.49248146634014e-07
"Scd2",0.000334646535537016,0.282965446484377,0.25,0.016,1,1.84639994552432e-07,0.784433847831378,0.5,0.032,0.00520777104635135,0.000334646535537016,3.69279955012937e-07
"Khk",0.00186554169307075,1.31903163173357,0.25,0.022,1,2.16390914912714e-07,0.635515672973244,0.5,0.033,0.00610330575511311,0.00186554169307075,4.32781783000401e-07
"Rad23a",0.0124429504148411,0.306169753094056,0.25,0.03,1,2.76922946796444e-07,0.449447230411079,0.5,0.032,0.00781061171439371,0.0124429504148411,5.5384581690657e-07
"Gab3",0.0067207445167063,0.747959356308363,0.25,0.028,1,3.33503552427614e-07,0.322753290147357,0.5,0.032,0.00940646769622086,0.0067207445167063,6.67006993630609e-07
"Ahnak",0.00148002395810373,1.58457046696636,0.5,0.081,1,4.31095747233717e-07,0.954859438847777,1,0.121,0.012159055550727,0.00148002395810373,8.62191308623891e-07
"Rpn2",0.0622521366713539,0.485224913797891,0.25,0.048,1,4.41945757716356e-07,0.553699236683513,0.75,0.071,0.0124650800963898,0.0622521366713539,8.83891320116659e-07
"Pim2",4.82378235841897e-07,0.819576464216866,0.25,0.009,0.0136054781419207,0.000778097726670292,0.463000623603164,0.25,0.019,1,0.000778097726670292,9.64756238995032e-07
"Grn",5.62254619390234e-07,2.16211582703164,1,0.137,0.0158583915399015,1.51637112282414e-06,2.21298947575287,1,0.171,0.0427692475192549,1.51637112282414e-06,1.12450892265021e-06
"Syngr2",0.239027887883052,0.259247569906385,0.25,0.085,1,5.67244348766276e-07,1.40096155598597,0.75,0.088,0.0159991268569528,0.239027887883052,1.1344883757664e-06
"Ly6c1",0.00381637537357904,1.25438972866959,0.5,0.09,1,5.73532567552961e-07,1.1998660334005,1,0.137,0.0161764860678313,0.00381637537357904,1.14706480616632e-06
"Ctso",0.0136499803202905,0.300705899607098,0.25,0.032,1,6.29708085794252e-07,0.329369882961146,0.5,0.034,0.0177609165598269,0.0136499803202905,1.25941577505623e-06
"Dpp4",0.000257708583058393,0.65285738594769,0.25,0.016,1,6.32946579551921e-07,0.891081531830247,0.5,0.035,0.0178522582762619,0.000257708583058393,1.26589275848247e-06
"Ly6c2",0.00406116089895029,1.33333183234215,0.5,0.09,1,7.73527942911345e-07,1.35061797481785,1,0.143,0.0218173556298145,0.00406116089895029,1.54705528747721e-06
"Trim26",0.0129798413810469,0.374956837599525,0.25,0.031,1,8.13158688182354e-07,0.675090821862991,0.5,0.036,0.0229351408001833,0.0129798413810469,1.62631671513766e-06
"P2ry10",3.45762654494896e-05,1.33799858695072,0.25,0.013,0.975223567002854,1.06007154357595e-06,0.768185077163416,0.75,0.075,0.0298993178865597,3.45762654494896e-05,2.12014196340022e-06
"Hsp90b1",0.00669675268443595,0.549742541016192,0.5,0.092,1,1.07949897870849e-06,1.5654615725274,1,0.172,0.030447268694473,0.00669675268443595,2.15899679209894e-06
"Eif4h",1.08855480504803e-06,1.50377046735651,0.75,0.084,0.0307026882763798,0.481035479721809,-0.259803391978085,0,0.111,1,0.481035479721809,2.17710842514451e-06
"Cd48",0.00703659291555886,1.78744480152929,0.25,0.028,1,1.4245361396879e-06,0.673113598121311,0.75,0.077,0.0401790418198972,0.00703659291555886,2.84907025007258e-06
"Snd1",0.0186456962971721,0.380316407809243,0.25,0.034,1,1.58688923129974e-06,0.902381045793991,0.5,0.04,0.0447582107688092,0.0186456962971721,3.17377594438205e-06
"Fam178a",0.00221052463671389,0.945476904120962,0.25,0.023,1,1.68316411886542e-06,0.283486052483582,0.5,0.036,0.0474736439725992,0.00221052463671389,3.36632540468939e-06
"Prcp",1.77222997082827e-06,1.47652725879617,0.5,0.039,0.0499857463272114,0.183106772427138,0.342085569640697,0.25,0.077,1,0.183106772427138,3.54445680085748e-06
"Npc1",2.41922448765082e-06,1.89555180891886,0.5,0.04,0.0682342266741914,0.000201445537695402,0.435631882759478,0.5,0.057,1,0.000201445537695402,4.83844312265452e-06
"Man1c1",2.59568082729545e-06,0.800482533480224,0.25,0.01,0.0732111777338681,0.00236760366459199,0.469537607214756,0.25,0.023,1,0.00236760366459199,5.19135491703194e-06
"Tagln2",3.25281066838382e-06,1.24286877535555,1,0.146,0.0917455249017657,0.00187543974667665,1.42632059253723,0.75,0.191,1,0.00187543974667665,6.50561075599041e-06
"Slc44a2",3.59553639230507e-06,1.48532777776979,0.75,0.092,0.101412103944964,0.0446267868017695,0.507541831572445,0.5,0.143,1,0.0446267868017695,7.19105985672819e-06
"Mbnl1",4.42563981713567e-06,3.11505876835788,0.75,0.098,0.124825171042312,2.31597671369498e-05,1.65039016072782,1,0.242,0.653221232097669,2.31597671369498e-05,8.85126004798355e-06
"Pycard",0.0253288967262094,0.324252879868639,0.25,0.037,1,5.3989418968479e-06,0.446940428674437,0.5,0.041,0.152277156200595,0.0253288967262094,1.07978546451222e-05
"Dap",0.112082938374799,0.621641641899097,0.25,0.062,1,5.80437615955765e-06,1.01985486383976,0.75,0.091,0.163712429580324,0.112082938374799,1.16087186283327e-05
"Rpl9-ps7",0.105661543523304,0.781244383563162,0.25,0.064,1,6.02145398416583e-06,0.289361449985578,0.5,0.039,0.169835109623397,0.105661543523304,1.20428717104236e-05
"Fam3c",0.155938434424866,0.768241653519432,0.25,0.077,1,7.07630189496424e-06,0.989223668636064,0.75,0.095,0.199587094947466,0.155938434424866,1.415255371588e-05
"Atp5g2",0.505889296364384,-0.442906819833896,0,0.1,1,7.90548042774833e-06,0.843399823504981,1,0.151,0.222974075464642,0.505889296364384,1.58108983588759e-05
"Rps6ka1",0.444113235120308,-0.524237031298893,0,0.129,1,8.69496652227497e-06,1.42819605470528,1,0.183,0.245241530760765,0.444113235120308,1.73898574421071e-05
"Krtcap2",9.38564239314518e-06,2.5273230161652,0.5,0.046,0.26472204369866,0.113027022457784,0.400196307844136,0.25,0.061,1,0.113027022457784,1.87711966960072e-05
"Irf3",9.75994054264597e-06,1.02395335667181,0.5,0.045,0.27527912300533,0.0535480951489041,0.271427512330025,0.25,0.046,1,0.0535480951489041,1.95197858288526e-05
"Msmo1",0.00487495739047226,1.9042718337394,0.25,0.027,1,1.22892206387096e-05,0.66231949136936,0.5,0.045,0.346617468114805,0.00487495739047226,2.45782902524753e-05
"Tnfrsf13b",0.00794104121308064,0.307787685311857,0.25,0.028,1,1.56984541941063e-05,0.377403837558496,0.5,0.043,0.442774900544767,0.00794104121308064,3.13966619467485e-05
"Cyp4x1",0.564502275417232,0.327610927136355,0.25,0.17,1,1.70884518171863e-05,0.912214351336008,0.75,0.104,0.481979783503739,0.564502275417232,3.41766116191871e-05
"H2-Ab1",0.00364193255055818,0.823479614707689,0.75,0.172,1,1.81280709799783e-05,1.56796564734983,1,0.17,0.511302241990288,0.00364193255055818,3.62558133329991e-05
"Ddx39b",0.471137232184326,-0.460070606257157,0,0.116,1,1.86484984845187e-05,0.974150729867632,1,0.17,0.525980899755849,0.471137232184326,3.72966492025416e-05
"Aco1",2.18250867682609e-05,1.12118786394859,0.25,0.012,0.6155765722988,0.000871779821694312,0.482140631990314,0.25,0.02,1,0.000871779821694312,4.36496972021094e-05
"Rpl9-ps4",0.164431721142537,0.749387932383789,0.25,0.079,1,2.22135327975177e-05,0.279263348941222,0.5,0.044,0.626532692553987,0.164431721142537,4.44265721539961e-05
"Pebp1",0.0278927455901421,1.21459989875422,0.25,0.04,1,2.32086157730347e-05,0.308729065956536,0.5,0.045,0.654599007878445,0.0278927455901421,4.64166929062234e-05
"Tatdn2",0.0118888477264501,0.633498508523064,0.25,0.032,1,2.45744956657259e-05,0.402463292526076,0.5,0.045,0.693123650251799,0.0118888477264501,4.91483874256146e-05
"Dnajc7",2.69711414175994e-05,0.963913154549164,0.75,0.105,0.760721043683392,9.28452064522844e-05,0.897893371582199,0.75,0.117,1,9.28452064522844e-05,5.39415553927295e-05
"Ptms",0.70506784540355,-0.284863859630381,0.25,0.162,1,2.81855652719012e-05,1.22402125809768,1,0.195,0.794973868493974,0.70506784540355,5.63703361177128e-05
"Fcho1",2.98874000311367e-05,0.37882588125049,0.25,0.012,0.842974117878211,0.000111384911081659,0.332214919870249,0.25,0.014,1,0.000111384911081659,5.97739068055929e-05
"Herpud1",0.00147189684677405,1.31536826488365,0.5,0.079,1,3.05876630308528e-05,0.924383127065008,1,0.163,0.862725035785202,0.00147189684677405,6.11743904565758e-05
"Idh3b",0.012742510036705,0.765170578984125,0.25,0.032,1,3.22887779957145e-05,1.59874640101754,0.5,0.053,0.910704983369127,0.012742510036705,6.45765134262445e-05
"Zscan26",0.653664735921938,-0.326810977820766,0.25,0.362,1,3.48145059974382e-05,0.30939827949032,0.5,0.046,0.981943141657746,0.653664735921938,6.96277999450487e-05
"Gm10177",3.49098236322377e-05,1.08075068394855,0.5,0.051,0.984631575547264,0.00160989623511003,0.387502856672742,0.5,0.073,1,0.00160989623511003,6.98184285686894e-05
